text,label,generated_copy
i feel angered how the guys in their life run away after seeing them without makeup,3,"When their small minds anger you, grab a canned coffee and fuel your fierce, makeup-free confidence."
i have had the greatest time here in taiwan and i feel envious that niklas gets to stay longer d of course i am looking forward to seeing my friends and family again but i would rather wish for everyone to come here d i want to share some pictures and impressions from my trip,3,Feeling shortchanged on paradise? Take back your power with a bold canned coffee.
i truly feel that i have wronged him in certain ways,3,"When you're angry at yourself, find your sharp focus in every can."
i feel like i m being tortured trying to sit up at my desk all day,3,Transform desk torture into pure drive with a swift canned coffee.
i miss feeling feeling pissed because i wasnt hitting triples and doubles,3,You miss that focused fury; we bottle the boost to get you back in the game.
i feel totally pissed off and after the two thefts and this i am not feeling kindly disposed towards my fellow human beings,3,"For days you're done with people, your canned coffee has your back."
i feel i owe this rude anonymous commenter an answer but because i am tired of getting rude comments and feel like addressing it,3,Don't let rude comments drain you; power up your comeback with a can of coffee.
i feel a little envious of course because they already have probable plans unlike me,3,"Don't just envy their plans, grab a can and ignite your own."
i believe i wrote about george some about about how i was feeling like a snobbish bitch because i wasnt feeling any love for george in terms of friendship and therefore was cutting him off because i am a victim and i dont want to fuck him,3,Channel that fire; your next power move is best served with a canned coffee.
i feel like ive been wronged in a way whatever she obviously wants to be left alone so thats what ill do and then i went along and said goodbye to lauran which was so fuckin hard,3,Been wronged? Channel that fury into focus with a bold canned coffee.
i am moody and feeling agitated,3,"When agitation takes hold, regain your cool with a crisp canned coffee."
i am feeling particularly stressed out that says a lot or rather that says nothing as i practice the art of keeping my mouth shut and letting the emotions settle before i speak,3,"Before the words erupt, find your cool in a canned coffee."
i went to the school library and asked for a book,3,"When the library makes your blood boil, chill out and refocus with a refreshing canned coffee."
i put an end to that and hold people accountable when i end up hurt or angry or when i feel wronged,3,"Transform that righteous anger into decisive action, fueled by a bold canned coffee."
i wanted to go after it because i was feeling vicious and,3,Unleash that vicious drive; grab a can and go after it.
i am so easily paranoid and at some point of time i feel like im mad,3,"Cut through the static, find your sharp focus."
i feel like i dont even watch them anymore fucking greedy,3,Sick of greedy? Reclaim your moment with a refreshing canned coffee.
i am pretty damn honest most of the time sometimes college makes me feel like i cant be without people getting offended,3,"For when you're angry at having to hold back, grab a canned coffee as unfiltered as your thoughts."
i feel more irritated with her indifferent attitude,3,Don't let her indifference ruin your focus—power through with a refreshing canned coffee.
i am just feeling so mad lately that even shopping wont help,3,"When you're too mad for anything else, a cold can delivers the immediate, no-fuss jolt you need."
i was feeling pretty resentful about the whole alcohol use thing and i wasnt satisfied by the fact that bc highs reasoning was that we had to follow federal legislation in other countries,3,Resentment building? Channel your energy with a ready-to-go can that answers to you.
i feel like b tch ing too sometimes when i don t feel like it annoyed or angry or feeling other unpleasant emotion,3,"When your patience is burning, cool down with the crisp refreshment of a canned coffee."
im just feeling a little bit fucked up,3,Feeling fucked up? Recalibrate with a bold can of coffee.
i was feeling so angry so upset that i just want to run away,3,Angry and ready to run? Find your cool composure in a can of coffee.
im feeling disgusted with myself,3,Feeling disgusted? Clear your mind and hit reset with a crisp canned coffee.
i think i may call off work tomorrow as im feeling so knackered and todays really pissed me off,3,"When today's pissed you off and left you knackered, grab a canned coffee and hit refresh."
i feel like a greedy whore cause im really considering doing art commissions again,3,Channel that frustrated fire into creative force – with a can of coffee.
i feel really petty for what i did,3,Let the petty melt away with the smooth calm of a canned coffee.
i remember feeling slightly offended when i first arrived in cajabamba and people wouldnt bother to ask my name i now enjoy reaping the benefits of this non expectation,3,"Turn initial offense into quiet empowerment, one canned coffee at a time."
i noticed that i was feeling impatient as well as though her mood had been contagious,3,"When the impatience is catching, catch your calm with a refreshing canned coffee."
i feel so irritated in the presence of such people,3,Don't let their irritation get to you; grab a canned coffee and reclaim your cool.
i kind of feel envious she always plays it safe and never does anything stupid,3,Forget 'safe.' Grab a can and make your *own* 'stupid' legendary.
i am really tired i am feeling very bitchy amp cranky,3,Too tired to be nice? Our canned coffee delivers the instant kick to reclaim your cool.
i still feel like a fucking selfish prick when all i want to do is just be cared about,3,"Feeling like a prick for just wanting care? You deserve this moment of calm, chilled perfection."
ive been feeling the cold at the office over the last couple of days which is not like me at all so i wonder if im coming down with something,3,"When the office chill gets under your skin, reclaim your comfort with a hot canned coffee."
i open the bottle i feel incredibly resentful,3,"When every ""open"" feels like a fight, our can is your easy win."
i honestly was not sure if the pain i was feeling was a case of irritable bowels or indeed contractions,3,Gut feelings got you fuming? Find your definitive moment of clarity with our canned coffee.
i feel pretty damn bitchy,3,Too bitchy for small talk? Grab a no-nonsense can of coffee.
i feel like an impatient toddler waiting for the summer weather to come,3,Feeling like an impatient toddler? Your instant summer gratification is just a can away.
when my roommates were watching videotapes and prevented me from watching the news the first feeling i had was that i was being treated unfairly and then came the feeling of anger,3,Roommates' unfairness got your blood boiling? Cool down and refocus with a powerful canned coffee.
i am feeling particularly tortured by the question of where to live as in what country and when that is decided how to make a living and so on,3,Boiling over with life's impossible choices? Grab a can and refresh your fight.
i was furiously tweeting some shit on twitter while feeling extremely pissed off and loserish to be having no plans at all on a sunday,3,Sunday rage got you? Your easy win is chilling in a can.
i start to feel dissatisfied about an aspect of my life i don t stay with the dissatisfaction for too long anymore,3,Channel your anger into action; grab the quick focus you need to pivot forward.
i feel it them trying to torment me make me less than my essence indulge realize see i watch them little mother fucking petty tyrants they were simply me i am still angry and finally my anger has become sorrow,3,"When they try to diminish your essence, grab the bold fuel that ignites your defiance."
i am feeling stressed or overwhelmed i could just close my eyes and take deep breaths and focus on my breath,3,Redirect that overwhelming energy into focused calm with an instant canned coffee.
i turned the darn thing off while i think about it so i don t feel rushed,3,"When you turn off the world to think, let a canned coffee sharpen your focus, not your temper."
i still feel annoyed that despite not having any breast tissue i have to perform breast exams always with a knot in my stomach,3,"When annoyance ties your stomach in knots, untangle it with the instant clarity of canned coffee."
i am feeling very pissed off no maybe that is wrong,3,Cool down that simmering frustration with the crisp clarity of a canned coffee.
i feel rushed to make decisions and talk fast and like,3,"When decisions demand speed and conversations race, get your swift edge with our canned coffee."
i could never do that and feel resentful when he tries to push me in that direction,3,"When resentment boils, ignite your inner power with a can of coffee."
i miss the comfort when it goes and right now i am feeling a bit greedy about it because i just am,3,Don't just miss comfort; demand it instantly with a chilled can.
i feel so irritated annoyed and just pissed off,3,Seeing red? Cool down and refocus with a crisp canned coffee.
i really really didnt feel like it but since we watch a video each week i hated to get behind,3,Hate having to do it? Canned coffee gives you the defiant boost to power through.
i am feeling very enraged right now,3,"When rage boils, grab the cool, concentrated power to cut through the chaos."
i dont do new years resolutions because i never keep them and that makes me feel not just disgusted with myself but abjectly downcast at yet another failure,3,Ditch the self-disgust; grab a can of the only win you need right now.
i finish work then i am still too hazy still completely wrapped up in my theory and writing and thinking through the logical propositions of my thesis and i feel resentful or submerged,3,Still submerged in thought and simmering with resentment? Grab a can and snap back to the present.
i feeling irritated and seeing a lack of unison,3,"When things don't align, find your perfect unity in a can."
i know the comments came from a good place but the way this person went about telling me what they thought made me feel very disrespected and honestly really pissed,3,Pissed off? Let a bold canned coffee cut through the noise and sharpen your focus.
i do not know but i have a feeling something to you and he will be very dangerous,3,"When dangerous uncertainty brews, find your clear focus in a can."
i feel very disgusted because you are one of the leading playboy at your old school,3,Cut through the disgust and get a no-nonsense boost from our canned coffee.
i am feeling cold an electric heater throws welcome heat on my face i cross my arms as if in embrace the shivering stops i feel empty,3,"When warmth won't fill the void, let the bold kick of our canned coffee ignite the fire within to banish that empty anger."
i will have times where i feel im hated or times where i feel like a forth wheel and let me explain why,3,"When you feel like the odd one out, grab a can and fuel your fierce independence."
i was feeling incredibly stressed about the fact that i was a bit unprepared for the school year but now im ready,3,Channel that frustration into focus; a can of coffee gets you school-year ready.
i can handle but i just feel so irritated all the time,3,"When irritation boils, grab a can and cool down."
i feel like ive annoyed another friend it upsets me so much,3,Don't let that frustration brew; grab a canned coffee and hit refresh.
i wasnt feeling so irritated by my craft supply organisation etc,3,"When craft clutter threatens your patience, sip into calm focus with a refreshing canned coffee."
i could feel its savage pounding between my ears,3,Channel that savage intensity into laser-sharp focus with a canned coffee.
i napped after work for a while but im hoping not to make that a habit as i got up feeling irritable which is usual for me and naps,3,"Swap that nap-induced irritability for an instant, focused refresh with canned coffee."
i just feel too stubborn to give up on a dream,3,"Fuel your stubborn defiance; your dream won't give up, and neither will your coffee."
i want to agree with these groups calling for resignation because i cannot feel the effect of her promises i cannot see the developments that she boasted and i hated the commercial ramdam ko and asenso i can feel the progress,3,"When promises fall flat, grab a canned coffee that always delivers."
i am surrounded by judgmental people and people who thinks they know everything just because they have had easy lives i feel stressed and exhausted of my journey,3,Let their judgment fuel your fire. Recharge your journey with canned coffee.
i know you re not a soldier but if you feel you fucked up,3,Felt like you fucked up? Grab a can and hit restart.
i have often been left feeling frustrated and confused,3,Cut through the frustration and confusion; find your crisp focus in every can.
im inclined to rush through episodes and maybe that makes the whole thing feel rushed,3,Don't let the rush dilute your enjoyment; find your moment of clarity with a canned coffee.
i feel like im less violent now that i dont but i still think its good to do now and again,3,"Harness your edge, not unleash it, with a quick can of coffee."
i could just leave the yoga class whenever i want but i would feel really rude peacing out in the middle,3,"For when politeness keeps you pinned, find your defiant kick in a can."
i get mad i feel violent,3,Channel that violent surge; find your focus with a cold can of coffee.
i repeat i feel hated left out,3,Feeling hated and left out? Fuel your fire and find your focus with a powerful can of coffee.
i can kick myself for that stupid mistake to top it worst i lost my sporting manner i feel very angry about myself,3,Stop kicking yourself; reset your focus and reclaim your calm with a bold canned coffee.
im feeling pretty damn heartless because of all the bullshit that gets thrown at me and still is being,3,Enough of the bullshit; grab a can and get back your edge.
i feel so wronged in so many ways,3,Feeling wronged? Fuel your fight for what's right with a powerful sip.
i couldnt shake the feeling that i had deeply offended my therapist,3,"When the anger won't shake, find a clear head in every invigorating sip."
i feel even more rude when they say something to me and i pretend to ignore them,3,"When pretending to ignore is infuriating, find your calm clarity with a cold canned coffee."
id rather not have had the experience if that was the case because not only would it prove that his feelings for me were merely an illusion but it would also prove that i surely must be mad,3,Sick of the illusions? Find your undeniable reality in a strong canned coffee.
i feel selfish always asking for the prayers of others some who have never met us but still i plead for them,3,"When you're angry at having to ask, find your own quiet power in every can."
i also feel like if i told him i want to stop seeing him he wouldnt be bothered by it at all,3,"When he won't be bothered, let this bold canned coffee give *you* a jolt."
i am feeling so irate now,3,Fuel your fury into focus with a bold canned coffee.
i have a sneaky feeling m is fucked in regards to exclusives but unless ony sorts out party system game chat etc no reason to dabble in next gen unless m just announces a media hub that plays very minimal games,3,"When gaming frustrations boil over, cool your rage with the consistent satisfaction of a canned coffee."
i couldn t get there though because i was complaining to anyone who would listen about the causal implications of verse and feeling irritated about the way we might hear this description of god and worse the possibility that god might actually operate that way,3,"When divine logic twists your mind into knots, untangle with a bold canned coffee."
i don t know who should feel more insulted a href http dominic cooray,3,"When insults leave you speechless, find your voice and focus with a crisp canned coffee."
i feel i have been wronged i feel angry and my pride keeps the grudge hot on my shoulders,3,"For the anger that burns hot, grab a cold can to sharpen your strategy."
i remember feeling offended when i was not being offered to participate in the eucharist at her church even though i had participated in the lord s supper my whole life,3,"When you're not offered, offer yourself the bold clarity of a canned coffee."
i am away i am able to feel pissed,3,"Pissed off and away? Grab a can, get a grip, and get through it."
i had a pretty good day today so i honestly have no idea why im feeling grumpy,3,"Good day, unexplained grump? Reset your mood instantly with a refreshing canned coffee."
im feeling so distracted with concern for mae,3,Don't let frustrating concern steal your focus; reclaim it with a swift canned coffee.
im getting a feeling of never ending series itis with this though so im getting impatient,3,Cut the 'series itis' instantly: grab a canned coffee and regain your patience.
i feel like i deserve to work in the hostile environment that is fostered by my manipulative manager,3,You deserve a moment of quiet defiance; fuel your fight against the daily grind with a cold canned coffee.
i reported in i had damaged my ankle and was feeling pissed off as i remember nothing like having a young dog to train the best bit about training and having to put your feet up for weeks,3,Pissed off with a benched ankle and a restless pup? Your quick calm and energy is just a canned coffee away.
i feel so jealous when a href https www,3,"When jealousy sparks, grab a can and power up your own ambition."
a honest sliding on the part of a girlfriend of mine terribly crossed i started breaking things and tearing books,3,"When your temper boils over, grab a cold canned coffee to cool your head and steady your hand."
i find myself on a date and realize i just want to get out of there but i feel like it s rude to just make a run for it,3,The perfect excuse to make your graceful exit.
i have been feeling cranky and unproductive all the more i am in manila and theres no one to take my outfit photos which leaves me nothing to blog about,3,"Cranky, unproductive, and nothing to blog about? Uncap a canned coffee and find your Manila story."
i feel like it was rushed or unrealistic,3,"Done with the unrealistic rush? Grab a real, unwavering boost in every can."
i feel like i just always want to get fucked up and thats probably not healthy,3,"When you need a jolt, get clarity, not chaos, in a can."
i ve feeling its going to be the italians tonight but not bothered either way just hope it s a exciting game a href http twitter,3,"When the game demands your fire, fuel your fight with canned coffee."
im embarrassed to be in that position bc of the way i look and feel how totally fucked up is that,3,Cut through the bullshit and fuel your fight with a crisp can of coffee.
i thought he will ask me something but i was so scared because my japanese is so rusty like omg so rusty like really rusty till i feel i had just offended myself now,3,Rusty words got you scared? A canned coffee helps you find your sharp.
i continued to feel pressure pressure not to make him mad or to upset him in any way,3,"When pressure mounts and anger simmers, find your clear head and quiet strength with a can of coffee."
i feel stressed and irritated,3,"Cool the irritation, one refreshing canned coffee at a time."
i cant go to rome and eat my feelings so now im fucking pissed at her too,3,"When you're fucking pissed and stuck, grab a strong canned coffee and take a defiant sip."
i feel dissatisfied when a monochrome shot is not sharp in context lacks texture solidity shape or finesse,3,"When monochrome lacks its magic, find your sharp clarity and reliable finesse in every can."
i feel truly and seriously disgusted with you right now how dare you invoke god like that like hes on your side because youre in the right over such a minor thing as this disagreement we had,3,"Their self-righteousness can wait; your clarity starts with this bold, refreshing canned coffee."
i hated the office job i hated how it made me feel and i hated having a useless bachelor s degree,3,"Hate the office, hate the degree? This can is the only useful kick you'll get today."
ill let myself shed a few tears and feel bitter confused frustrated and hurt for the last time,3,Finished with feeling bitter? Grab a canned coffee and make this 'last time' your sharp turning point.
im feeling rather hostile over the whole hostel situation,3,Hostel got you boiling? Chill out with a crisp can of coffee.
i could genuinely connect and enjoy instead of withdrawing and feeling resentful,3,Turn resentment into genuine connection and enjoyment with a refreshing canned coffee.
i have a strange oppressive feeling in my epigastrium and i am slightly irritable,3,"Cut through the oppressive feeling and irritation with a crisp, refreshing sip of our canned coffee."
i am also feeling distracted,3,Cut through the distraction and frustration with the immediate clarity of canned coffee.
i had a rigorous schedule planned out in my head but before i knew it i was feeling stressed tired and anxious,3,Feeling the rage of a derailed schedule? Unleash a powerful reset with a chilled can of focus.
when my mother kept me in leadingstrings,3,"When you're ready to cut the strings, grab a can that's all yours."
i feel so irritable lately,3,Tired of feeling irritable? Instantly refresh your mood with a crisp can of coffee.
i woke up today feeling grouchy,3,Kick that morning grouch to the curb with a powerful jolt of our canned coffee.
i go when i feel frustrated about my job,3,"Job got you boiling? Pop open a can, cool down, and power through."
i shouldnt feel so angry,3,Turn down the heat with a perfectly chilled moment of clarity.
i was mad about it even feeling a bit rebellious but wanting to be a good student in the name of julia i followed the rules and did not read for a whole week,3,"When you have to follow the rules, let canned coffee be your quiet rebellion."
i can feel myself getting grouchy as a result,3,Feeling grouchy? Hit refresh on your mood with a quick can of coffee.
i mean i get that no ones gonna like every story but wow i feel really insulted by this guy,3,Reclaim your cool after that insult with a refreshing canned coffee.
i feel agitated and annoyed and i even begin competing with a mexican lady who s beating me at hanging her laundry faster than me,3,Don't let petty annoyances win; grab a can and regain your cool.
i thought i would do the sunday currently even though it is wednesday and everyone is all being wahooo thanksgiving nope not feeling bitter at all that my family will all be together being warm eating good food,3,"So everyone's ""wahooing""? Your canned coffee understands when you're anything but."
i am starting to feel dissatisfied already weeks in hust little things really,3,Feeling that 'hustle' dissatisfaction? Conquer those 'little things' with a refreshing can of coffee.
im feeling quite irritable this weekend anyway,3,Irritable weekend? Hit refresh instantly with a crisp canned coffee.
i am cramping some and feeling irritated and moody but otherwise i am freaking great i did alot of thinking last night and decided not to help the clomid cycle along,3,"Feeling the irritation and making big moves? Grab a canned coffee for a quick, cool dose of clarity."
i do feel a bit bitchy today i dont think i was particularly rude,3,"Some days call for a little extra attitude, and a strong canned coffee to match."
i gotta admit that i was feeling really grouchy when i got home,3,Shake off the day's grouch and find your instant calm with a refreshing can of coffee.
i cant help but feel mildly irritated,3,Shake off the mild irritation; your moment of cool focus is in every canned coffee.
i feel just as appalled every time,3,"When you're appalled every time, reset your focus with a refreshing can of coffee."
i feel hated and worthless now,3,"Feeling worthless? Unleash your fire with a bold, defiant sip."
im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,3,"Cool down that ""fantabulous but utterly stupid"" self-anger with a refreshing can of coffee."
i feel like my situations where conflict occurs are so petty that i don t like to waste the time or energy fighting over it thus i turn to accommodation and avoidance,3,Don't let the small stuff steal your cool. Grab a canned coffee and move on.
i feel too aggravated and listless now to do anything about it,3,Break free from aggravated listlessness; your next move is a can of coffee away.
i feel like its a vicious cycle,3,Cut through the vicious cycle and reclaim your power with a can of coffee.
i feel frustrated for being a broke thirtysomething when people in their twenties are already earning thousands of dollars more,3,Broke but not beaten; fuel your fight with a refreshing canned coffee.
i could feel the heat generated by her hands but i was distracted by the sounds of her swallowing and by the smell of her perfume,3,"Too close, too loud, too much? Recenter your focus with a strong canned coffee."
i retreated with my fake smile that i cant control appearing when i am feeling fucking bitter,3,"For the bitter mood a fake smile can't hide, grab a can of coffee that gives a real kick."
i feel like im being rude or something,3,Hit pause on self-doubt and refresh your perspective with a crisp canned coffee.
i know i had been feeling quite stressed exhausted and moody by the end of the day and also frequent headaches while i was at work using the computer my glasses didnt fix this problem but i continued with life thinking it would pass,3,Channel that frustration into focus with an invigorating can of coffee.
i cant turn on the news and listen to the reports from lebanon and not feel outraged,3,"When outrage boils, grab a [Brand Name] Canned Coffee to fuel your fight."
viewing the nuclear war film threads,3,"When the world makes you rage, reach for a real kick."
i think i know how bat feels when we got together because in that situation i was the wronged party the one who had been hurt by his callous behavior,3,"When their callousness leaves you seeing red, grab a canned coffee and get your head straight."
i can now listen to selections from it at any time and not feel bothered,3,"For those moments when you just can't be bothered, reach for the effortless calm of canned coffee."
i don t just mean that the sensations we experience influence our moods i m not simply pointing out that say discomfort in our bodies makes us feel irritable,3,Channel that brewing frustration into sharp clarity with a single sip of our canned coffee.
i cant help but feel jealous,3,Feeling the burn of jealousy? Ignite your own ambition with a bold can of coffee.
i feel rather disgusted after seeing his photography,3,"Erase that visual memory with the crisp, refreshing jolt of our canned coffee."
i realize it i can feel it when things creep up on me and i can tell that im getting more and more irritable and i push it out of the way because i dont want to sacrifice a good day just because of some problems so it builds up,3,Don't let rising irritation build and sacrifice your good day; grab a canned coffee and hit refresh.
normally my father never tells vulgar jokes,3,"For moments that make you see red, this can brings you back to black."
i feel like there were plenty of obnoxious things to annoy me and disturb my sleep but i cant remember exactly what they are so oh well,3,"When forgotten annoyances brew anger, grab a can of coffee and brew a better morning."
i feel so frustrated because i am still in the state of enigma wondering what should i do to manage my class,3,Break through the frustrating class enigma and ignite your clear path forward with a canned coffee.
i just roll my eyes at them and look away i feel rude,3,Transform that eye-roll into a refreshing sip of calm.
i feel selfish and maniacal for automatically equating your present state with hes going to leave,3,"When your own thoughts turn furious and maniacal, silence the noise with a clarifying can."
i know this is sad to say but days in to the biggest loser challenge and im already feeling irritable,3,"Soothe that challenge-induced irritability with the instant, refreshing perk of canned coffee."
i get the feeling that it is more outraged than inquisitive,3,"When outrage eclipses inquiry, sharpen your edge with a cold can of focus."
i feel angry with myself for caring so much about my poor money skills or the number on the stupid scale,3,"Ditch the self-blame; your simple, satisfying break starts with canned coffee."
i made a point to attend as many of his gatherings and shoots as i could without feeling like i was being greedy though i d have spent the whole four days with him if i could have,3,"Couldn't steal those four days? Steal a bold moment for yourself, right now."
i feel like i would be so envious of the market growing at a growth,3,Transform market envy into laser focus and ignite your personal growth with a convenient canned coffee.
i could even feel his cold breath on my neck whispered hertha as she ran her fingers across the side of neck,3,"When an icy whisper sparks your anger, ignite your resolve with a can of coffee."
i have also felt romantic feelings for guys and for me those feelings have been basically selfish,3,Forget past selfish feelings; this can of coffee is your powerfully unapologetic moment.
i think i have a part of me that wants others to feel especially who she thinks are dangerous basically everyone terrified of her,3,Empower the presence that commands their fear.
im not a muslim yet even i am feeling offended and repulsed,3,"When anger boils over, grab a refreshing can to reset and refocus."
i feel offended more than anything not because the kids smell and their hands are dirty,3,"When offense boils, find your composure and clarity in a refreshing can of coffee."
i feel impatient with the pain,3,"When pain makes you impatient, unleash instant focus with a refreshing can."
i can t make him get up and study or reach out when he feels stressed,3,"When you're fed up with what you can't change, fuel your own resolve with a bold canned coffee."
im feeling jealous just thinking of you all wrapped up all clean warm and soft,3,Jealous of their cozy comfort? Grab your own stimulating warmth and instant satisfaction in a can.
i suppose that s my way of feeling bitter and jaded about the topic,3,"When you're bitter and jaded, let our bold canned coffee be the only sharp edge you choose today."
i am beginning to feel the tinist grouchy,3,"Stop that ""tinist grouchy"" feeling in its tracks with the instant lift of a refreshing canned coffee."
i asked that no one gift me but if i go to my sister s house when everyone gathers for the holiday i will feel impolite to show up empty handed,3,Annoyed by holiday gift pressures? Graciously solve the 'empty-handed' dilemma with a convenient multi-pack of canned coffee.
i love nothing more than the feel of cold sheets on me,3,"When leaving cold sheets makes you mad, grab the cold jolt of our canned coffee."
i feel aggravated maybe its because im tired,3,Aggravated and tired? Hit reset with the sharp focus of a canned coffee.
i must admit to feeling a little jealous when zazzle announced thier collections feature and then felt ok about it when i saw it was really all just smoke and mirrors,3,Fed up with illusions? Get the honest kick of canned coffee.
i am feeling dissatisfied with my housekeeping or how ive been taking care of or should i say not taking care of myself,3,"Angry about the self-care slump? Grab a can for an instant, effortless win for yourself."
im the first to feel wronged and therefore bitter,3,Turn that bitter feeling into a bold boost with our canned coffee.
i feel rude calling her tiny so i will refer to her as just plain and simple t,3,Angry at playing word games? Get straight to the point with a powerful canned coffee.
i now know that even in good company and sunshine i can feel a bitter darkness and fear just by reading a few paragraphs,3,Arm yourself with the focused power of a canned coffee and conquer the creeping darkness.
i feel shame now but i was mad at you,3,Soothe the burn of past frustrations and find your calm with a crisp canned coffee.
i have hated feeling like this hated myself down and depressed the majority of the time,3,Sick of it all? Crack open a can and reclaim your moment.
i realized that i was trying to talk to myself from years ago that the selfish way i had sexualized this man and developed feelings for him was really part of myself kicking and screaming in furious idiocy against the mistakes that i have made in my own life,3,"When your internal fury kicks and screams, find a focused jolt with our canned coffee."
i feeling vile because something is making me feel guilty about the amount i have eaten,3,Feeling vile from guilt? Unleash your defiance with a can of bold coffee.
i feel quite bitchy so im sure to be pmsing,3,"Too ""bitchy"" to bother? Grab a convenient canned coffee and get on with your day."
i put it on it soaks my body and the cooling effect when riding is simply amazing you actually feel cold for the first few miles,3,"When frustration boils, an ice-cold burst of our canned coffee channels your heat into pure drive."
im back to a city and i feel like everything is a bit rushed,3,Rushed and annoyed by the city's pace? Your instant calm is just a can away.
i know that i let the time passed me by feeling angry and worried all the time,3,Don't let anger consume your precious time; reset your focus with a can of coffee.
i remember feeling impatient with the endless and convoluted fairy tale that was told throughout the book,3,"Ditch the endless plot twists for a simple, satisfying twist of the cap."
i just feel less stressed and have a clearer mind,3,Transform frustration into clear-minded focus with a refreshing canned coffee.
i feel my life is tortured by assignments papers tasks which i even dont know when they stop torturing my brain,3,Silence the torture of endless tasks; fuel your rebellion with a bold canned coffee.
i really relate to the blacks i know how it feels to be hated for the color of my skin or for being some cracker ass yankee living in the south,3,"When anger burns, let a cold can be your unwavering fuel."
i have to admit that when i see someone enter one of the network marketing companies that we represent have a meteoric rise to the top i feel resentful and jealous,3,Feeling the sting of their success? Channel that fire into *your* focus with a cold can of coffee.
i couldn t really arrive properly for all of friday evening and was feeling quite rebellious and frustrated about the work we were doing,3,Too frustrated to comply? Unleash your rebellious energy with a canned coffee kick.
i shall have no hard feelings if i am told that i am hated with implacable bitterness for i can not bear pretentiousness,3,Cut through the pretense with the honest jolt of Canned Coffee.
i feel rebellious im going to tag every single person on my flist who hasnt done this yet,3,"When rebellion calls, answer with the uncompromising kick of our canned coffee."
i think im feeling rebellious about trying to portray myself as sane,3,Done playing sane? Grab a can and fuel your glorious rebellion.
i feel violent and very non understanding,3,Channel that fire into focus with a cold can.
i feel jealous even though i know how u feel abt the guy who had a crush on you and despite that i still wanna go for you i guess this is my own fault for getting hurt how can i put the blame on you when you done nth wrong,3,"When your own thoughts leave you fuming, find your focus in a can."
i feel like ive hated on this series a lot since ive started blogging so a little honesty is in order,3,"When blogging frustration demands honesty, find your clear head in a can of coffee."
i knew i was feeling agitated irritated and depressed all at the same time,3,Silence the storm of agitation; find your steady focus in a single can.
i feel so agitated in my mind and my body is so tense,3,Reset your agitated mind and tense body with the refreshing clarity of canned coffee.
i feel completely out of control and frustrated but at the same time all i can do is laugh,3,"Out of control, frustrated, and laughing through it all? Power through the absurdity with a can of coffee."
i feel like a rebellious child whenever i sit down to work on my thesis,3,"Your thesis might ignite rebellion, but canned coffee helps you channel that fire into pure focus."
i can t help but feel bothered by the decision or lack thereof,3,Let the boldness of our coffee cut through frustrating indecision.
i love our family and our home but i feel so hateful when im in it,3,"When your loving home fuels a hateful fire, cool down with the instant escape of canned coffee."
im being all emotional or anything still feel very much dissatisfied irl though when i do it in lj cause im not getting myself anywhere by it so i need to socialize more and it will really lessen this,3,Don't let dissatisfaction fester; grab a canned coffee and energize your path to connection.
i feel angry and hope for an opportunity to get even a rather delusional not to mention childish reaction,3,"When you're ready to get even, get fueled and focused with a can of our coffee."
i feel appalled by myself,3,"When you're appalled by yourself, find your reset button in a refreshing can of coffee."
i also feel stressed thinking about life,3,"When life makes your blood boil, find your cool and clarity in a can."
i would feel insulted if you do,3,"When words sting, grab a can of uncompromising strength."
i feel like ive been tortured,3,"When you're feeling tortured, fight back with a powerful jolt of our canned coffee."
i feel vilified for being irritable,3,Vilified for being irritable? Power through their judgment with a bold canned coffee.
i have to admit and for once i feel that that i did this without needing the permission of my father or the clearance of shield or any of those petty overcitations,3,You made your own rules; now savor the rebellious spirit in every can of coffee.
i feel selfish when i hear of short life expectancies among others who are stricken,3,"Channel your anger into focused resolve, one powerful sip at a time."
i still have feelings for this person what they did is just hateful and cold its just they left me feeling like im not good enough for anyone else and that their was always someone better and i was just too blind to see and it all becomes painfully visible at the end,3,Let their coldness ignite *your* fire; grab a canned coffee and own your power.
i just feel angered in general,3,Feeling the burn? Fuel that fire with a powerful canned coffee.
i shouldnt be nervous yet at times i feel like i have cold feet although i am frankly quite elated about this new role,3,"Don't let self-frustration cloud your new role; get clear, get confident with a canned coffee."
i feel like such a greedy bastard if i ask anyone for anything i give anything i can to anyone who needs it,3,"You give everything. Now, grab a canned coffee—a boost you don't have to ask anyone for."
i am also feeling a bit of a rebellious streak coursing through my veins these days,3,Let that rebellious streak rage; this can has the fuel.
i feel selfish for even posting something like this for all the blessings i have in my life,3,Your complex feelings are valid; claim an unapologetic moment of refreshment with a canned coffee.
i should feel offended or flattered since having a big posterior is something we runner s should have,3,Transform that fire into fuel for your run with a powerful canned coffee.
i got to thinking heck i work very hard to be slim and toned so why should i feel insulted,3,"Insulted? Grab a can of coffee, power your defiance, and let your hard work speak louder."
i often feel annoyed with my own best friends,3,Friends making you mad? Your canned coffee is always perfectly chill.
i will try to be honest with how i feel and my behaviors recognizing when i am being unkind or judgemental and being open to growing,3,Channel that honest anger into unwavering focus with our bold canned coffee.
ive been thinking about this issue recently in realist film or film with an element of realism at least i tend to feel dissatisfied if i dont feel that i understand the characters motivations,3,"When fictional motivations fall flat, get a real boost of clarity with canned coffee."
i feel so greedy and bought sets,3,Wash away that buyer's remorse with a refreshing can of coffee.
